conversation_id,speaker_id,start_time,end_time,text,outcome
58721_45,1,34.5,40.2,"Honestly, even if it is slightly cheaper, I've been burned by switching in the past—fees and transition headaches. I'd rather stay with what I know.",no sale
58721_45,0,41.0,45.6,"Totally fair. If the offer included a $50 signup bonus, would you consider it? No penalties, and the switch is seamless.",no sale
58721_45,1,46.0,50.9,"I appreciate the offer, but I think I'll pass. My contract’s too new, and I don't want to deal with more paperwork right now.",no sale
58721_45,0,51.6,55.1,"Understood. If you reconsider or want to compare options when your current deal is up, can I send you an email with the details for future reference?",no sale
58721_45,1,55.9,57.4,"That’s fine, you can send me an email.",no sale
58721_45,0,58.0,61.2,"Great, I’ll do that. Thanks for your time, Mr. Ramirez. Have a wonderful rest of your week.",no sale
58304_46,0,2.23,7.03,"Good afternoon, is this Mr. Davis? This is Tara from BrightPath Energy calling about your home’s electricity plan.",no sale
58304_46,1,7.09,8.22,"Hi, yes, this is Mark Davis. How can I help?",no sale
58304_46,0,8.35,15.11,"Great, thanks for taking my call! I’m reaching out to offer a new energy plan with an introductory 20% discount for the first six months and no long-term commitment required. Would you like to hear more?",no sale
58304_46,1,15.24,18.04,"Sounds like a decent deal, but I actually renewed with my current provider just last month.",no sale
58304_46,0,18.44,23.51,"I totally understand! Can I ask if they were able to lock in a rate under $0.13 per kilowatt-hour? We’re offering a flat $0.119 rate, which is one of the lowest in the area.",no sale
58304_46,1,23.82,27.44,"I’d have to check my bill, but I think it’s right around that. Plus, I’d rather not switch again so soon.",no sale
58304_46,0,27.82,33.44,"Absolutely, I understand not wanting to deal with the hassle. Just so you know, our switch process is seamless – no service interruptions, and we handle all the paperwork for you.",no sale
58304_46,1,33.79,38.25,"That’s good to know, but I really think I’ll stick with my current plan for now. Appreciate the call, though.",no sale
58304_46,0,38.36,41.5,"No worries! Would you like me to email you the details, just in case you reconsider before your next billing cycle?",no sale
58304_46,1,41.56,44.22,"I don’t think I’ll need that, but thank you. I get a lot of emails as it is.",no sale
58304_46,0,44.41,46.94,"Understood, Mark. I’ll make a note not to follow up further.",no sale
58304_46,0,47.01,48.95,Thanks for your time and have a great afternoon!,no sale
58304_46,1,49.18,50.25,"Thanks, you too. Bye.",no sale
89345_47,0,0.0,4.03,"Hello, may I speak with Mr. Thompson please?",no sale
89345_47,1,4.11,5.7,This is Thompson. Who’s calling?,no sale
89345_47,0,6.01,12.58,"Hi, Mr. Thompson, this is Jessica from PowerSavvy Energy. I’m reaching out with a quick update on discounts now available for your home energy plan.",no sale
89345_47,1,13.03,16.19,"Alright, I’m listening. But I’m not sure I want to change anything right now.",no sale
89345_47,0,16.73,20.85,I completely understand. Would you mind if I just take a minute to let you know what the offer is?,no sale
89345_47,1,21.05,22.84,"Sure, a minute is fine.",no sale
89345_47,0,23.33,28.74,"Thank you! You currently pay about $93 per month, correct? We have a new fixed-rate energy plan with a 12% discount for the first year, no contract commitment, and no setup fees.",no sale
89345_47,1,29.17,34.3,"That sounds fine, but honestly I’ve had plans change before, and I’m happy with what I have now. I don’t want surprises on my bill.",no sale
89345_47,0,34.68,39.2,"Of course, I understand reliability is important. With our plan, your per-kilowatt rate won’t fluctuate, and you get direct customer support if anything changes.",no sale
89345_47,1,39.72,43.78,"Even so, I’m not really looking to change, honestly. I checked competitors last month and no one was that much better.",no sale
89345_47,0,44.25,48.71,"Understood. Just to clarify, this plan includes a $5 monthly loyalty credit on top of the energy rate discount. It really is risk-free, if you want to give it a try.",no sale
89345_47,1,49.18,54.67,"I appreciate you explaining that. But I’d prefer to stick with my current plan for now. If I change my mind, is there a number I can call?",no sale
89345_47,0,55.16,59.4,"Absolutely! Our customer line is 1-800-236-4869, and we can send you more details by email if you’d like. No pressure at all.",no sale
89345_47,1,59.87,62.44,"Thanks, Jessica. I’ll keep that in mind. Have a good day.",no sale
50832_48,0,1.1,4.32,"Hello, is this Ms. Delgado? This is Martin from Sunrise Energy calling about your current electricity service.",no sale
50832_48,1,4.45,4.93,"Yes, this is Ms. Delgado. How can I help you?",no sale
50832_48,0,5.1,9.6,"Hi Ms. Delgado, thanks for taking my call. I wanted to let you know about a new energy plan we just rolled out that could save you money on your monthly bill.",no sale
50832_48,0,10.0,13.88,"As a loyal customer, you qualify for exclusive discounts—no contract extensions and no hidden fees. May I share a bit more about the plan?",no sale
50832_48,1,14.12,15.38,"I appreciate it, but I'm actually pretty happy with my current setup.",no sale
50832_48,0,16.0,19.05,"That's good to hear. Just to clarify, with this plan, you'd get a $10 monthly discount and fixed rates for the entire year. Is saving on your bill something you'd be open to?",no sale
50832_48,1,19.34,21.57,"I'm not really looking to make any changes right now, to be honest.",no sale
50832_48,0,22.01,26.74,"Of course, I understand. Just so you know, there's no obligation—you can compare rates, and if you change your mind at any time, the offer stands.",no sale
50832_48,1,27.09,27.87,Thanks for the information. I’ll think about it if my situation changes.,no sale
50832_48,0,28.2,31.15,Glad to hear it. Would you like me to send the details via email in case you want to review them later?,no sale
50832_48,1,31.36,33.26,"No, thank you. If I'm interested, I'll look it up myself.",no sale
50832_48,0,33.68,35.55,"Absolutely, I won’t take up any more of your time. Thanks again for speaking with me today.",no sale
38517_49,0,1.2,4.15,"Good afternoon, is this Mr. Thompson?",no sale
38517_49,1,4.18,5.01,"Yes, speaking.",no sale
38517_49,0,5.35,10.88,"Hi, this is Amelia from PowerSmart Energy. I'm reaching out to let you know about a limited-time energy plan upgrade that includes a monthly bill discount.",no sale
38517_49,1,11.3,13.19,"I see. I’m not sure I’m interested, but what’s the deal?",no sale
38517_49,0,13.62,19.55,"Great question! Right now, if you switch to our new Savers Rate Plan, you'll save $8 every month on your bill and enjoy a fixed kilowatt-hour rate for the next year.",no sale
38517_49,0,19.72,22.44,There’s no long-term contract and you can opt out at any time. Would you be interested in hearing more?,no sale
38517_49,1,23.01,27.13,"Honestly, this sounds a lot like what I already have. I just renewed with you a few months ago.",no sale
38517_49,0,27.6,33.24,"I understand, and I checked your current rate—it’s a bit higher than what’s available now. Many of our customers have found making the switch is hassle-free and results in savings right away.",no sale
38517_49,0,34.02,36.22,The switch doesn’t affect your service or require any new equipment.,no sale
38517_49,1,36.84,41.53,"I appreciate you explaining, but I’m happy with things as they are and I tend to avoid changing plans too often.",no sale
38517_49,0,42.1,45.09,"No problem at all, Mr. Thompson! Just so you know, you’d also get a $20 bill credit for enrolling before Friday.",no sale
38517_49,1,45.68,48.1,"Thanks, but I think I’ll stay with my current arrangement.",no sale
38517_49,0,48.98,51.02,"Understood. If you change your mind or have questions in the future, you can always call us at PowerSmart.",no sale
38517_49,1,51.34,52.12,Will do. Thank you for the call.,no sale
15943_50,0,0.94,6.34,"Hello, is this Ms. Parker? Good morning, this is Andrew from Northland Energy Solutions.",no sale
15943_50,1,6.72,7.82,"Yes, this is she. How can I help you?",no sale
15943_50,0,8.2,12.05,"Thank you, Ms. Parker. The reason for my call is to let you know about a new energy savings plan we’re offering to our long-standing customers.",no sale
15943_50,0,12.5,18.07,"You’d be eligible for a monthly discount on your electricity rates, and the plan comes with no long-term commitment. Does this sound like something you’d like to hear more about?",no sale
15943_50,1,18.68,21.6,"Thanks for thinking of me, but I’m actually pretty satisfied with my current plan and provider.",no sale
15943_50,0,22.11,26.47,"Totally understand, Ms. Parker. Can I ask if there’s any area of your current service you wish could be improved, like billing or customer support?",no sale
15943_50,1,27.1,29.0,"No, not really. Everything's been working well so far.",no sale
15943_50,0,29.45,34.1,"Glad to hear it’s all good. Just to clarify, with our new plan your rate would drop to 11 cents per kilowatt-hour for the first 12 months, and you’d receive a $5 monthly discount on top. There’s no penalty if you decide to switch back.",no sale
15943_50,1,34.64,39.25,"It does sound like a good offer, but I made a change not too long ago and really don’t want to go through another switch right now.",no sale
15943_50,0,39.67,42.21,Of course. Switching can be a hassle—I hear that from a lot of customers.,no sale
15943_50,0,42.44,46.85,"If you ever feel like revisiting your options, would you like me to email you the details so you have them for the future?",no sale
15943_50,1,47.24,49.37,"No, that’s okay. I’m trying to cut back on marketing emails anyway.",no sale
15943_50,0,49.94,52.33,Understood! One last thing—is there a time in the future when it would make sense for me to follow up?,no sale
15943_50,1,52.68,54.59,"I appreciate it, but I’d prefer not to get any follow-ups for now.",no sale
15943_50,0,55.03,56.76,"Absolutely. Thanks for your time today, Ms. Parker. Enjoy the rest of your day.",no sale
93257_51,0,2.0,5.58,"Good afternoon, is this Mr. Davis? My name is Maria from Greenlight Energy.",no sale
93257_51,1,6.1,7.03,"Yes, this is he. How can I help you?",no sale
93257_51,0,7.11,12.3,"Hi, Mr. Davis. I'm reaching out because we recently launched a new energy plan with some very appealing discounts for loyal customers like yourself.",no sale
93257_51,0,12.64,19.22,"If I may ask, are you satisfied with your current energy rates, or have your bills been higher than expected lately?",no sale
93257_51,1,19.61,21.71,"They seem pretty typical for this time of year, honestly.",no sale
